id,author/disease,gene,n_articles
7796,Sohrabi HR/Disease of mental health,glial fibrillary acidic protein,3
5586,Molloy MP/Disease of mental health,glial fibrillary acidic protein,2
238,Ames D/Disease of mental health,glial fibrillary acidic protein,4
5181,Maruff P/Disease of mental health,glial fibrillary acidic protein,2
7069,Rowe CC/Disease of mental health,glial fibrillary acidic protein,4
5196,Masters CL/Disease of mental health,glial fibrillary acidic protein,9
5177,Martins RN/Disease of mental health,glial fibrillary acidic protein,5
1297,Chatterjee P/Disease of mental health,apolipoprotein E,5
6374,Pedrini S/Disease of mental health,apolipoprotein E,5
1962,Doecke JD/Disease of mental health,apolipoprotein E,3
8262,Thota R/Disease of mental health,apolipoprotein E,4
8630,Villemagne VL/Disease of mental health,apolipoprotein E,4
1986,Dore V/Disease of mental health,apolipoprotein E,4
7702,Singh AK/Disease of mental health,apolipoprotein E,3
8746,Wang P/Disease of mental health,apolipoprotein E,4
6746,Rainey-Smith S/Disease of mental health,apolipoprotein E,2
2459,Fowler C/Disease of mental health,apolipoprotein E,4
8094,Taddei K/Disease of mental health,apolipoprotein E,5
7796,Sohrabi HR/Disease of mental health,apolipoprotein E,3
5586,Molloy MP/Disease of mental health,apolipoprotein E,2
238,Ames D/Disease of mental health,apolipoprotein E,4
5181,Maruff P/Disease of mental health,apolipoprotein E,2
7069,Rowe CC/Disease of mental health,apolipoprotein E,4
5196,Masters CL/Disease of mental health,apolipoprotein E,9
5177,Martins RN/Disease of mental health,apolipoprotein E,5
9065,Xu Y/Disease of mental health,insulin,6
8737,Wang H/Disease of mental health,insulin,8
9353,Zhang X/Disease of mental health,insulin,10
9345,Zhang N/Disease of mental health,insulin,3
4709,Li Y/Disease of mental health,insulin,21
3473,Hu Y/Disease of mental health,insulin,3
8159,Tanasescu R/Disease of mental health,multiple sclerosis,6
1537,Constantinescu CS/Disease of mental health,multiple sclerosis,3
5823,Napoli A/Disease of mental health,C-X-C motif chemokine ligand 10,2
5498,Miller MW/Disease of mental health,apolipoprotein E,2
9348,Zhang R/Disease of mental health,apolipoprotein E,4
6244,Panizzon MS/Disease of mental health,apolipoprotein E,2
3210,Hauger RL/Disease of mental health,apolipoprotein E,2
8947,Wolf EJ/Disease of mental health,apolipoprotein E,2
4850,Longoni G/Disease of mental health,multiple sclerosis,4
983,Brown RA/Disease of mental health,multiple sclerosis,3
1581,Costello F/Disease of mental health,multiple sclerosis,4
6832,Reginald A/Disease of mental health,multiple sclerosis,2
536,Bar-Or A/Disease of mental health,multiple sclerosis,3
5142,Marrie RA/Disease of mental health,multiple sclerosis,4
346,Arnold DL/Disease of mental health,multiple sclerosis,3
9173,Yeh EA/Disease of mental health,multiple sclerosis,3
6021,Oakhill JS/Disease of mental health,insulin,2
7425,Scott JW/Disease of mental health,insulin,3
7913,Steinberg GR/Disease of mental health,insulin,2
7183,Sakamoto K/Disease of mental health,insulin,3
1687,Dal-Bianco A/Disease of mental health,multiple sclerosis,2
4648,Leutmezer F/Disease of mental health,multiple sclerosis,2
6387,Pemp B/Disease of mental health,multiple sclerosis,2
702,Berger T/Disease of mental health,multiple sclerosis,11
7023,Rommer PS/Disease of mental health,multiple sclerosis,2
3112,Hametner S/Disease of mental health,multiple sclerosis,2
4513,Lassmann H/Disease of mental health,multiple sclerosis,2
1015,Bsteh G/Disease of mental health,multiple sclerosis,3
8185,Tartaglia M/Disease of mental health,multiple sclerosis,2
5038,Malimpensa L/Disease of mental health,multiple sclerosis,2
486,Baione V/Disease of mental health,multiple sclerosis,2
5823,Napoli A/Disease of mental health,multiple sclerosis,2
1539,Conte A/Disease of mental health,multiple sclerosis,4
4892,Lu S/Disease of mental health,hexokinase 1,2
4677,Li C/Disease of mental health,hexokinase 1,3
3780,Jin X/Disease of mental health,hexokinase 1,2
9417,Zhu L/Disease of mental health,hexokinase 1,2
4709,Li Y/Disease of mental health,hexokinase 1,21
6244,Panizzon MS/Disease of mental health,neurofilament light chain,2
3210,Hauger RL/Disease of mental health,neurofilament light chain,2
4323,Kremen WS/Disease of mental health,neurofilament light chain,2
9355,Zhang Y/Disease of mental health,apolipoprotein E,16
6573,Popp J/Disease of mental health,apolipoprotein E,2
5166,Martinez-Lage P/Disease of mental health,apolipoprotein E,2
554,Barkhof F/Disease of mental health,apolipoprotein E,2
9321,Zetterberg H/Disease of mental health,apolipoprotein E,27
8647,Visser PJ/Disease of mental health,apolipoprotein E,7
728,Bertram L/Disease of mental health,apolipoprotein E,2
4880,Lovestone S/Disease of mental health,apolipoprotein E,2
7589,Shi L/Disease of mental health,apolipoprotein E,2
9065,Xu Y/Disease of mental health,leptin,6
8755,Wang X/Disease of mental health,leptin,14
4685,Li J/Disease of mental health,leptin,6
4705,Li W/Disease of mental health,leptin,3
1331,Chen Q/Disease of mental health,leptin,2
9353,Zhang X/Disease of mental health,parathyroid hormone,10
9342,Zhang L/Disease of mental health,parathyroid hormone,4
4812,Liu L/Disease of mental health,parathyroid hormone,2
9245,Yu X/Disease of mental health,parathyroid hormone,2
4692,Li N/Disease of mental health,parathyroid hormone,2
8740,Wang J/Disease of mental health,prolactin,8
8747,Wang Q/Disease of mental health,prolactin,5
9339,Zhang J/Disease of mental health,prolactin,4
9137,Yang X/Disease of mental health,prolactin,5
4691,Li M/Disease of mental health,prolactin,7
8732,Wang D/Disease of mental health,prolactin,3
3155,Hara A/Disease of mental health,diabetic nephropathy,2
8690,Wada T/Disease of mental health,diabetic nephropathy,2
5766,Muso E/Disease of mental health,diabetic nephropathy,2
5183,Maruyama S/Disease of mental health,diabetic nephropathy,2
3978,Kato S/Disease of mental health,diabetic nephropathy,2
2566,Furuichi K/Disease of mental health,diabetic nephropathy,2
9228,Yoshimura K/Disease of mental health,diabetic nephropathy,2
8358,Toyama T/Disease of mental health,diabetic nephropathy,2
7176,Sakai N/Disease of mental health,diabetic nephropathy,2
8054,Suzuki H/Disease of mental health,diabetic nephropathy,2
8429,Tsukamoto T/Disease of mental health,diabetic nephropathy,2
5539,Miyazaki M/Disease of mental health,diabetic nephropathy,2
7284,Sato E/Disease of mental health,diabetic nephropathy,2
17,Abe M/Disease of mental health,diabetic nephropathy,2
7596,Shibagaki Y/Disease of mental health,diabetic nephropathy,2
5832,Narita I/Disease of mental health,diabetic nephropathy,2
2885,Goto S/Disease of mental health,diabetic nephropathy,2
7181,Sakamaki Y/Disease of mental health,diabetic nephropathy,2
9205,Yokoyama H/Disease of mental health,diabetic nephropathy,2
5640,Mori N/Disease of mental health,diabetic nephropathy,2
8157,Tanaka S/Disease of mental health,diabetic nephropathy,3
9272,Yuzawa Y/Disease of mental health,diabetic nephropathy,2
3192,Hasegawa M/Disease of mental health,diabetic nephropathy,3
5218,Matsubara T/Disease of mental health,diabetic nephropathy,2
8689,Wada J/Disease of mental health,diabetic nephropathy,2
8152,Tanabe K/Disease of mental health,diabetic nephropathy,2
5198,Masutani K/Disease of mental health,diabetic nephropathy,2
18,Abe Y/Disease of mental health,diabetic nephropathy,2
8430,Tsuruya K/Disease of mental health,diabetic nephropathy,2
2545,Fujimoto S/Disease of mental health,diabetic nephropathy,2
3654,Iwatsubo S/Disease of mental health,diabetic nephropathy,2
8422,Tsuda A/Disease of mental health,diabetic nephropathy,2
3973,Kasuno K/Disease of mental health,diabetic nephropathy,2
8209,Terada Y/Disease of mental health,diabetic nephropathy,2
5812,Nakata T/Disease of mental health,diabetic nephropathy,2
3567,Iino N/Disease of mental health,diabetic nephropathy,2
7790,Sofue T/Disease of mental health,diabetic nephropathy,2
5536,Miyata H/Disease of mental health,diabetic nephropathy,2
5809,Nakano T/Disease of mental health,diabetic nephropathy,2
6057,Ohtake T/Disease of mental health,diabetic nephropathy,2
4192,Kobayashi S/Disease of mental health,diabetic nephropathy,2
3155,Hara A/Disease of mental health,albumin,2
8690,Wada T/Disease of mental health,albumin,2
5766,Muso E/Disease of mental health,albumin,2
5183,Maruyama S/Disease of mental health,albumin,2
3978,Kato S/Disease of mental health,albumin,2
2566,Furuichi K/Disease of mental health,albumin,2
9228,Yoshimura K/Disease of mental health,albumin,2
8358,Toyama T/Disease of mental health,albumin,2
7176,Sakai N/Disease of mental health,albumin,2
8054,Suzuki H/Disease of mental health,albumin,2
8429,Tsukamoto T/Disease of mental health,albumin,2
5539,Miyazaki M/Disease of mental health,albumin,2
7284,Sato E/Disease of mental health,albumin,2
17,Abe M/Disease of mental health,albumin,2
7596,Shibagaki Y/Disease of mental health,albumin,2
5832,Narita I/Disease of mental health,albumin,2
2885,Goto S/Disease of mental health,albumin,2
7181,Sakamaki Y/Disease of mental health,albumin,2
9205,Yokoyama H/Disease of mental health,albumin,2
5640,Mori N/Disease of mental health,albumin,2
8157,Tanaka S/Disease of mental health,albumin,3
9272,Yuzawa Y/Disease of mental health,albumin,2
3192,Hasegawa M/Disease of mental health,albumin,3
5218,Matsubara T/Disease of mental health,albumin,2
8689,Wada J/Disease of mental health,albumin,2
8152,Tanabe K/Disease of mental health,albumin,2
5198,Masutani K/Disease of mental health,albumin,2
18,Abe Y/Disease of mental health,albumin,2
8430,Tsuruya K/Disease of mental health,albumin,2
2545,Fujimoto S/Disease of mental health,albumin,2
3654,Iwatsubo S/Disease of mental health,albumin,2
8422,Tsuda A/Disease of mental health,albumin,2
3973,Kasuno K/Disease of mental health,albumin,2
8209,Terada Y/Disease of mental health,albumin,2
5812,Nakata T/Disease of mental health,albumin,2
3567,Iino N/Disease of mental health,albumin,2
7790,Sofue T/Disease of mental health,albumin,2
5536,Miyata H/Disease of mental health,albumin,2
5809,Nakano T/Disease of mental health,albumin,2
6057,Ohtake T/Disease of mental health,albumin,2
4192,Kobayashi S/Disease of mental health,albumin,2
6659,Purushottam M/Disease of mental health,fibroblast growth factor 14,2
8074,Synofzik M/Disease of mental health,fibroblast growth factor 14,8
4809,Liu H/Disease of mental health,apolipoprotein B,4
3497,Huang Z/Disease of mental health,apolipoprotein B,3
9353,Zhang X/Disease of mental health,apolipoprotein B,10
3249,He Y/Disease of mental health,apolipoprotein B,4
2979,Gu S/Disease of mental health,apolipoprotein B,2
5552,Mo D/Disease of mental health,apolipoprotein B,2
8749,Wang S/Disease of mental health,apolipoprotein B,7
9259,Yuan Z/Disease of mental health,apolipoprotein B,3
3494,Huang Y/Disease of mental health,apolipoprotein B,3
9392,Zhong Q/Disease of mental health,apolipoprotein B,2
9406,Zhou R/Disease of mental health,apolipoprotein B,2
8985,Wu K/Disease of mental health,apolipoprotein B,3
9452,Zou F/Disease of mental health,apolipoprotein B,2
8999,Wu X/Disease of mental health,apolipoprotein B,4
4809,Liu H/Disease of mental health,apolipoprotein A1,4
3497,Huang Z/Disease of mental health,apolipoprotein A1,3
9353,Zhang X/Disease of mental health,apolipoprotein A1,10
3249,He Y/Disease of mental health,apolipoprotein A1,4
2979,Gu S/Disease of mental health,apolipoprotein A1,2
5552,Mo D/Disease of mental health,apolipoprotein A1,2
8749,Wang S/Disease of mental health,apolipoprotein A1,7
9259,Yuan Z/Disease of mental health,apolipoprotein A1,3
3494,Huang Y/Disease of mental health,apolipoprotein A1,3
9392,Zhong Q/Disease of mental health,apolipoprotein A1,2
9406,Zhou R/Disease of mental health,apolipoprotein A1,2
8985,Wu K/Disease of mental health,apolipoprotein A1,3
9452,Zou F/Disease of mental health,apolipoprotein A1,2
8999,Wu X/Disease of mental health,apolipoprotein A1,4
4800,Liu A/Disease of mental health,amphiphysin,2
1521,Comi G/Disease of mental health,multiple sclerosis,4
4630,Leocani L/Disease of mental health,multiple sclerosis,3
4997,Magyari M/Disease of mental health,multiple sclerosis,3
7836,Sorensen PS/Disease of mental health,multiple sclerosis,2
5600,Montalban X/Disease of mental health,multiple sclerosis,2
7677,Simblett S/Disease of mental health,multiple sclerosis,2
9008,Wykes T/Disease of mental health,multiple sclerosis,2
3611,Iovino F/Disease of mental health,progesterone receptor,2
1905,Diana A/Disease of mental health,progesterone receptor,2
1172,Carlino F/Disease of mental health,progesterone receptor,2
2348,Ferraraccio F/Disease of mental health,progesterone receptor,2
304,Antoniol G/Disease of mental health,progesterone receptor,2
2401,Fisone F/Disease of mental health,progesterone receptor,2
6427,Perrone A/Disease of mental health,progesterone receptor,2
9441,Zito Marino F/Disease of mental health,progesterone receptor,2
6232,Panarese I/Disease of mental health,progesterone receptor,3
8188,Tathode MS/Disease of mental health,progesterone receptor,2
1159,Caraglia M/Disease of mental health,progesterone receptor,2
2670,Gatta G/Disease of mental health,progesterone receptor,2
7091,Ruggiero R/Disease of mental health,progesterone receptor,2
6270,Parisi S/Disease of mental health,progesterone receptor,2
1777,De Vita F/Disease of mental health,progesterone receptor,2
1452,Ciardiello F/Disease of mental health,progesterone receptor,2
1960,Docimo L/Disease of mental health,progesterone receptor,3
6113,Orditura M/Disease of mental health,progesterone receptor,2
3611,Iovino F/Disease of mental health,hepatocyte growth factor,2
1905,Diana A/Disease of mental health,hepatocyte growth factor,2
1172,Carlino F/Disease of mental health,hepatocyte growth factor,2
2348,Ferraraccio F/Disease of mental health,hepatocyte growth factor,2
304,Antoniol G/Disease of mental health,hepatocyte growth factor,2
2401,Fisone F/Disease of mental health,hepatocyte growth factor,2
6427,Perrone A/Disease of mental health,hepatocyte growth factor,2
9441,Zito Marino F/Disease of mental health,hepatocyte growth factor,2
6232,Panarese I/Disease of mental health,hepatocyte growth factor,3
8188,Tathode MS/Disease of mental health,hepatocyte growth factor,2
1159,Caraglia M/Disease of mental health,hepatocyte growth factor,2
2670,Gatta G/Disease of mental health,hepatocyte growth factor,2
7091,Ruggiero R/Disease of mental health,hepatocyte growth factor,2
